Gene_ID,Transcript_ID,Gene,A11.C636,A11,E9,HAP1.C597,KBM7
ENSG00000253251.2,ENST00000510585.2,CTC-534A2.2,1.12,0.92,0.88,1.07,0.61
ENSG00000151552.7,ENST00000508623.1,QDPR,1.12,1.01,0.91,1.21,0.84
ENSG00000188690.8,ENST00000368797.4,UROS,1.12,1.12,0.90,1.16,0.81
ENSG00000115548.12,ENST00000409064.1,KDM3A,1.12,0.90,0.84,1.17,1.21
ENSG00000007062.7,ENST00000447510.2,PROM1,1.12,1.00,0.47,0.92,0.00
ENSG00000007062.7,ENST00000540805.1,PROM1,1.12,1.00,0.47,0.92,0.00
ENSG00000007062.7,ENST00000539194.1,PROM1,1.12,1.00,0.47,0.92,0.00
ENSG00000182541.13,ENST00000340552.4,LIMK2,1.12,1.25,1.03,1.02,0.76
ENSG00000078902.11,ENST00000527886.1,TOLLIP,1.12,1.26,1.11,1.11,0.79
ENSG00000119787.9,ENST00000419554.2,ATL2,1.12,0.82,0.75,1.10,0.75
ENSG00000166938.8,ENST00000319194.5,DIS3L,1.12,1.01,1.01,2.19,3.07
ENSG00000166579.11,ENST00000402554.3,NDEL1,1.12,1.13,1.05,1.13,0.86
ENSG00000167528.8,ENST00000544117.2,ZNF641,1.12,1.26,1.01,0.94,0.60
ENSG00000169871.8,ENST00000306085.6,TRIM56,1.12,1.10,1.58,1.25,3.17
ENSG00000115548.12,ENST00000441719.1,KDM3A,1.12,0.90,0.84,1.17,1.21
ENSG00000100865.10,ENST00000558764.1,CINP,1.12,0.85,0.89,1.19,0.79
ENSG00000122481.12,ENST00000429514.2,RWDD3,1.12,1.20,1.50,1.04,1.31
ENSG00000160055.15,ENST00000344461.3,TMEM234,1.12,0.97,1.02,0.94,0.57
ENSG00000003989.12,ENST00000494857.1,SLC7A2,1.12,0.92,0.78,1.13,1.54
ENSG00000100296.9,ENST00000442555.1,THOC5,1.11,1.11,1.21,1.12,0.75
ENSG00000162980.12,ENST00000428992.2,ARL5A,1.11,0.97,0.91,1.10,0.68
ENSG00000174374.9,ENST00000503250.2,WBSCR16,1.11,1.13,1.01,1.13,0.70
ENSG00000160055.15,ENST00000373593.1,TMEM234,1.11,0.96,1.02,0.94,0.57
ENSG00000169375.11,ENST00000394947.3,SIN3A,1.11,1.07,1.25,2.10,2.74
ENSG00000239305.2,ENST00000237455.4,RNF103,1.11,0.80,0.72,1.05,1.19
ENSG00000054523.12,ENST00000377081.1,KIF1B,1.11,0.89,0.86,1.15,0.61
ENSG00000107758.11,ENST00000394828.2,PPP3CB,1.11,0.87,0.82,1.07,0.98
ENSG00000107758.11,ENST00000394829.2,PPP3CB,1.11,0.87,0.82,1.07,0.98
ENSG00000214517.4,ENST00000398427.4,PPME1,1.11,0.95,0.86,1.09,0.50
ENSG00000182093.10,ENST00000541890.1,WRB,1.11,0.81,0.77,1.05,0.68
ENSG00000198040.6,ENST00000539354.1,ZNF84,1.11,1.00,1.00,1.08,1.69
ENSG00000076770.10,ENST00000370857.3,MBNL3,1.11,0.96,0.63,0.94,0.74
ENSG00000116729.9,ENST00000354777.2,WLS,1.11,0.91,0.70,1.00,0.03
ENSG00000111653.15,ENST00000446105.2,ING4,1.11,1.15,0.99,1.16,2.18
ENSG00000090316.11,ENST00000505177.2,MAEA,1.11,1.43,1.51,1.10,0.48
ENSG00000116729.9,ENST00000540432.1,WLS,1.11,0.91,0.70,1.00,0.03
ENSG00000073350.9,ENST00000577200.1,LLGL2,1.11,1.40,1.40,1.09,0.93
ENSG00000126883.12,ENST00000411637.2,NUP214,1.11,1.26,1.23,1.09,0.93
ENSG00000214517.4,ENST00000328257.8,PPME1,1.11,0.95,0.86,1.09,0.50
ENSG00000126883.12,ENST00000359428.5,NUP214,1.11,1.26,1.23,1.09,0.93
ENSG00000254901.3,ENST00000462790.3,MEF2BNB,1.11,1.26,1.21,1.11,0.56
ENSG00000139351.10,ENST00000392924.1,SYCP3,1.11,0.54,0.20,1.00,0.30
ENSG00000213658.6,ENST00000395456.2,LAT,1.11,2.06,1.61,0.97,1.93
ENSG00000106723.12,ENST00000375859.3,SPIN1,1.11,0.86,0.80,1.05,1.16
ENSG00000182134.11,ENST00000368823.1,TDRKH,1.11,0.86,0.79,1.26,0.56
ENSG00000124201.10,ENST00000371752.1,ZNFX1,1.11,1.11,1.12,1.24,1.06
ENSG00000182134.11,ENST00000368825.3,TDRKH,1.11,0.86,0.79,1.26,0.56
ENSG00000164008.9,ENST00000372525.5,C1orf50,1.11,0.95,0.98,1.07,1.01
ENSG00000182134.11,ENST00000458431.2,TDRKH,1.11,0.85,0.79,1.26,0.56
ENSG00000166689.10,ENST00000531066.1,PLEKHA7,1.11,1.15,1.05,1.16,1.67
ENSG00000115548.12,ENST00000312912.5,KDM3A,1.11,0.90,0.84,1.17,1.21
ENSG00000118518.11,ENST00000610153.1,RNF146,1.11,1.02,1.23,1.09,1.72
ENSG00000118518.11,ENST00000608991.1,RNF146,1.11,1.02,1.23,1.09,1.72
ENSG00000118518.11,ENST00000309649.3,RNF146,1.11,1.02,1.23,1.09,1.72
ENSG00000143337.14,ENST00000528443.2,TOR1AIP1,1.11,0.91,0.84,1.01,1.17
ENSG00000131748.11,ENST00000394250.4,STARD3,1.11,1.15,1.10,1.08,1.49
ENSG00000122390.13,ENST00000577013.1,NAA60,1.11,1.29,1.13,1.14,0.79
ENSG00000254901.3,ENST00000488252.2,MEF2BNB,1.11,1.27,1.21,1.12,0.56
ENSG00000083454.17,ENST00000551178.1,P2RX5,1.11,0.94,1.50,1.21,1.41
ENSG00000111653.15,ENST00000396807.4,ING4,1.11,1.15,0.99,1.16,2.18
ENSG00000120265.12,ENST00000460828.1,PCMT1,1.11,0.68,0.72,1.21,0.56
ENSG00000147166.6,ENST00000538820.1,ITGB1BP2,1.11,1.08,1.30,1.00,0.76
ENSG00000160055.15,ENST00000545122.1,TMEM234,1.11,0.95,1.01,0.93,0.57
ENSG00000107758.11,ENST00000544628.1,PPP3CB,1.11,0.89,0.86,1.07,1.06
ENSG00000103248.13,ENST00000360900.6,MTHFSD,1.11,1.19,1.30,1.00,1.27
ENSG00000198719.7,ENST00000366756.3,DLL1,1.11,0.66,0.18,1.31,1.17
ENSG00000241878.5,ENST00000437808.1,PISD,1.11,1.14,1.22,1.05,1.14
ENSG00000131748.11,ENST00000580611.1,STARD3,1.11,1.15,1.11,1.08,1.49
ENSG00000182134.11,ENST00000368824.3,TDRKH,1.11,0.86,0.79,1.26,0.56
ENSG00000155755.14,ENST00000444047.2,TMEM237,1.11,1.14,1.04,1.12,0.63
ENSG00000196776.10,ENST00000361309.5,CD47,1.11,0.67,0.45,1.04,3.16
ENSG00000139505.10,ENST00000381801.5,MTMR6,1.11,0.68,0.73,1.02,0.78
ENSG00000164975.11,ENST00000380821.3,SNAPC3,1.11,0.96,1.13,1.15,0.79
ENSG00000198040.6,ENST00000543758.1,ZNF84,1.11,1.00,0.99,1.08,1.68
ENSG00000197253.9,ENST00000430512.2,TPSB2,1.11,0.00,0.00,1.32,732.87
ENSG00000103248.13,ENST00000322911.6,MTHFSD,1.11,1.19,1.30,1.00,1.27
ENSG00000075089.5,ENST00000547458.1,ACTR6,1.11,0.57,0.48,1.02,0.78
ENSG00000178104.15,ENST00000479408.2,PDE4DIP,1.11,0.93,1.26,1.21,0.59
ENSG00000196455.3,ENST00000356763.3,PIK3R4,1.11,0.82,0.78,1.07,0.65
ENSG00000151092.12,ENST00000422724.2,NGLY1,1.11,0.87,0.74,1.08,1.25
ENSG00000145354.5,ENST00000574446.1,CISD2,1.11,0.91,0.92,1.22,1.02
ENSG00000110075.10,ENST00000524904.1,PPP6R3,1.11,1.03,1.06,1.09,0.67
ENSG00000170162.9,ENST00000326274.5,VGLL2,1.11,0.97,0.00,0.00,0.00
ENSG00000127452.4,ENST00000592067.1,FBXL12,1.11,1.38,1.55,1.09,0.95
ENSG00000127993.10,ENST00000265732.5,RBM48,1.11,1.02,0.98,1.14,1.33
ENSG00000168137.11,ENST00000443339.1,SETD5,1.11,1.05,1.09,1.12,1.07
ENSG00000145725.15,ENST00000414217.1,PPIP5K2,1.11,0.82,0.63,1.01,2.65
ENSG00000163281.7,ENST00000507534.1,GNPDA2,1.11,0.82,0.59,0.97,0.74
ENSG00000188917.10,ENST00000372939.1,TRMT2B,1.11,0.87,0.76,0.97,1.18
ENSG00000119725.13,ENST00000556396.1,ZNF410,1.11,0.80,0.76,1.14,0.80
ENSG00000213658.6,ENST00000395461.3,LAT,1.11,1.98,1.56,0.96,1.86
ENSG00000083454.17,ENST00000547178.1,P2RX5,1.11,0.93,1.50,1.21,1.41
ENSG00000167371.12,ENST00000567659.1,PRRT2,1.11,1.85,3.06,1.02,0.44
ENSG00000132142.15,ENST00000361253.5,ACACA,1.11,0.86,0.90,1.17,0.86
ENSG00000107758.11,ENST00000360663.5,PPP3CB,1.11,0.86,0.82,1.06,0.98
ENSG00000059145.14,ENST00000402641.2,UNKL,1.11,1.51,1.68,1.02,0.58
ENSG00000125952.14,ENST00000555667.1,MAX,1.11,1.49,1.16,1.08,1.74
ENSG00000258790.1,ENST00000557565.1,KIAA0391,1.11,0.80,0.76,1.02,0.92
ENSG00000102738.6,ENST00000323563.6,MRPS31,1.11,0.85,0.82,1.00,0.74
ENSG00000106603.13,ENST00000415076.2,COA1,1.11,0.94,0.91,1.07,0.65
ENSG00000119787.9,ENST00000452935.2,ATL2,1.11,0.81,0.75,1.09,0.74
ENSG00000149089.8,ENST00000395787.3,APIP,1.11,0.85,0.85,1.11,0.94
ENSG00000188917.10,ENST00000545398.1,TRMT2B,1.11,0.87,0.76,0.97,1.18
ENSG00000188917.10,ENST00000338687.7,TRMT2B,1.11,0.87,0.76,0.97,1.18
ENSG00000197681.8,ENST00000537432.1,TBC1D3,1.11,1.14,1.13,1.07,0.76
ENSG00000125952.14,ENST00000557746.1,MAX,1.11,1.50,1.16,1.09,1.71
ENSG00000087085.9,ENST00000412389.1,ACHE,1.11,1.42,2.21,0.76,0.70
ENSG00000174151.10,ENST00000393709.3,CYB561D1,1.11,1.15,1.17,1.01,1.37
ENSG00000124201.10,ENST00000396105.1,ZNFX1,1.11,1.11,1.11,1.24,1.06
ENSG00000125952.14,ENST00000556979.1,MAX,1.11,1.49,1.16,1.08,1.74
ENSG00000249471.3,ENST00000545523.1,ZNF324B,1.11,1.21,1.32,1.18,0.91
ENSG00000103121.4,ENST00000564174.1,CMC2,1.11,0.77,0.74,0.99,0.54
ENSG00000110921.7,ENST00000541384.1,MVK,1.11,1.06,0.76,1.21,0.40
ENSG00000186814.8,ENST00000601405.1,ZSCAN30,1.11,1.02,1.07,1.53,2.37
ENSG00000100503.19,ENST00000382043.4,NIN,1.11,1.20,0.88,1.08,0.52
ENSG00000043514.11,ENST00000462797.1,TRIT1,1.11,0.85,0.99,1.03,0.97
ENSG00000172262.7,ENST00000509634.1,ZNF131,1.11,0.97,0.87,1.09,0.91
ENSG00000167785.4,ENST00000444186.2,ZNF558,1.11,0.93,1.05,1.14,1.48
ENSG00000043514.11,ENST00000372818.1,TRIT1,1.11,0.85,0.99,1.03,0.97
ENSG00000043514.11,ENST00000316891.5,TRIT1,1.11,0.85,0.99,1.03,0.97
ENSG00000165556.9,ENST00000381020.7,CDX2,1.11,0.96,0.77,1.07,1.50
ENSG00000099364.12,ENST00000562319.1,FBXL19,1.11,1.27,1.38,1.14,0.75
ENSG00000104671.3,ENST00000523666.1,DCTN6,1.11,0.96,0.97,1.15,1.70
ENSG00000136104.14,ENST00000336617.3,RNASEH2B,1.11,0.85,0.81,1.10,1.62
ENSG00000131748.11,ENST00000336308.5,STARD3,1.11,1.15,1.10,1.08,1.49
ENSG00000138443.11,ENST00000295851.5,ABI2,1.11,0.93,0.92,1.05,0.56
ENSG00000198189.6,ENST00000507286.1,HSD17B11,1.11,0.59,0.48,1.05,2.78
ENSG00000157326.14,ENST00000397074.3,DHRS4,1.11,1.19,1.19,1.04,1.22
ENSG00000170162.9,ENST00000352536.3,VGLL2,1.10,0.97,0.00,0.00,0.00
ENSG00000155542.7,ENST00000285947.2,SETD9,1.10,0.71,0.67,0.98,0.84
ENSG00000172262.7,ENST00000505606.2,ZNF131,1.10,0.97,0.87,1.09,0.91
ENSG00000104228.8,ENST00000305364.4,TRIM35,1.10,1.04,1.04,1.07,1.71
ENSG00000173992.4,ENST00000530961.1,CCS,1.10,1.64,1.85,1.07,1.69
ENSG00000115548.12,ENST00000409556.1,KDM3A,1.10,0.89,0.83,1.16,1.20
ENSG00000129292.16,ENST00000220847.7,PHF20L1,1.10,0.98,0.74,0.98,1.21
ENSG00000159579.9,ENST00000394420.4,RSPRY1,1.10,0.95,0.91,1.00,0.65
ENSG00000177606.5,ENST00000371222.2,JUN,1.10,0.88,1.52,0.97,1.98
ENSG00000170571.7,ENST00000303221.5,EMB,1.10,0.75,0.51,1.08,2.18
ENSG00000140332.11,ENST00000558939.1,TLE3,1.10,1.24,1.59,1.83,1.25
ENSG00000103994.12,ENST00000565380.1,ZNF106,1.10,0.90,0.80,1.07,0.82
ENSG00000134058.6,ENST00000502604.1,CDK7,1.10,0.93,0.85,1.03,0.75
ENSG00000083454.17,ENST00000345901.3,P2RX5,1.10,0.93,1.49,1.20,1.40
ENSG00000166938.8,ENST00000319212.4,DIS3L,1.10,1.00,1.00,2.16,3.05
ENSG00000054523.12,ENST00000377083.1,KIF1B,1.10,0.89,0.77,1.14,0.32
ENSG00000139370.6,ENST00000266771.5,SLC15A4,1.10,0.85,0.74,1.01,0.73
ENSG00000054967.8,ENST00000393580.2,RELT,1.10,1.19,1.14,0.98,1.35
ENSG00000164296.6,ENST00000515406.2,TIGD6,1.10,0.98,1.01,0.88,0.40
ENSG00000125952.14,ENST00000556443.1,MAX,1.10,1.50,1.16,1.09,1.64
ENSG00000127588.4,ENST00000248150.4,GNG13,1.10,2.30,3.61,1.22,0.17
ENSG00000211456.6,ENST00000541314.1,SACM1L,1.10,0.76,0.72,1.04,0.75
ENSG00000214413.3,ENST00000448814.1,BBIP1,1.10,0.97,0.91,1.02,0.80
ENSG00000104671.3,ENST00000221114.3,DCTN6,1.10,0.95,0.97,1.15,1.70
ENSG00000154889.12,ENST00000496196.1,MPPE1,1.10,0.96,0.78,0.96,0.70
ENSG00000180596.7,ENST00000396984.1,HIST1H2BC,1.10,0.80,1.48,0.86,0.42
ENSG00000211456.6,ENST00000441228.1,SACM1L,1.10,0.76,0.72,1.04,0.75
ENSG00000141198.9,ENST00000572360.1,TOM1L1,1.10,0.61,0.51,1.06,0.19
ENSG00000157326.14,ENST00000558263.1,DHRS4,1.10,1.19,1.18,1.04,1.22
ENSG00000251246.1,ENST00000505139.1,EFNA3,1.10,1.00,0.89,1.17,0.74
ENSG00000186106.7,ENST00000519316.1,ANKRD46,1.10,0.78,0.74,1.09,1.37
ENSG00000137776.12,ENST00000559261.1,SLTM,1.10,1.09,1.10,1.22,0.90
ENSG00000197165.6,ENST00000534108.1,SULT1A2,1.10,1.33,1.45,0.95,1.98
ENSG00000166689.10,ENST00000448080.2,PLEKHA7,1.10,1.13,1.05,1.15,1.72
ENSG00000131375.5,ENST00000253693.2,CAPN7,1.10,0.82,0.75,1.08,0.66
ENSG00000177427.8,ENST00000395704.4,MIEF2,1.10,1.13,1.36,1.22,1.05
ENSG00000106603.13,ENST00000446330.2,COA1,1.10,0.94,0.91,1.06,0.64
ENSG00000147166.6,ENST00000373829.3,ITGB1BP2,1.10,1.10,1.30,1.02,0.76
ENSG00000100503.19,ENST00000324330.9,NIN,1.10,1.19,0.88,1.07,0.52
ENSG00000166689.10,ENST00000355661.3,PLEKHA7,1.10,1.13,1.05,1.15,1.72
ENSG00000100503.19,ENST00000382041.3,NIN,1.10,1.19,0.88,1.07,0.52
ENSG00000237172.3,ENST00000449549.3,B3GNT9,1.10,0.89,1.01,1.02,1.27
ENSG00000115561.10,ENST00000409727.1,CHMP3,1.10,0.90,0.78,1.11,0.91
ENSG00000147852.11,ENST00000382099.2,VLDLR,1.10,0.61,0.63,1.00,0.85
ENSG00000144566.6,ENST00000422242.1,RAB5A,1.10,0.97,1.08,1.07,0.83
ENSG00000164976.8,ENST00000297625.7,KIAA1161,1.10,0.99,1.03,1.38,0.77
ENSG00000101596.10,ENST00000320876.6,SMCHD1,1.10,0.93,0.84,1.02,0.77
ENSG00000183474.11,ENST00000514162.1,GTF2H2C,1.10,0.70,0.69,1.06,0.68
ENSG00000198937.8,ENST00000373408.3,CCDC167,1.10,0.99,0.88,1.23,0.78
ENSG00000116990.9,ENST00000397332.2,MYCL,1.10,1.00,1.74,1.39,1.53
ENSG00000172262.7,ENST00000509931.1,ZNF131,1.10,0.96,0.86,1.08,0.91
ENSG00000118518.11,ENST00000356799.2,RNF146,1.10,1.01,1.22,1.08,1.71
ENSG00000107537.9,ENST00000396920.3,PHYH,1.10,0.88,0.70,1.06,1.41
ENSG00000104164.6,ENST00000567461.1,BLOC1S6,1.10,0.96,0.74,1.12,1.05
ENSG00000183763.4,ENST00000331456.2,TRAIP,1.10,1.12,1.32,1.12,1.01
ENSG00000004534.10,ENST00000454079.1,RBM6,1.10,1.27,1.25,1.09,1.12
ENSG00000167528.8,ENST00000301042.3,ZNF641,1.10,1.24,0.99,0.92,0.58
ENSG00000101181.13,ENST00000436421.2,MTG2,1.10,1.50,1.52,1.11,0.72
ENSG00000055483.15,ENST00000590546.2,USP36,1.10,1.28,1.40,1.21,0.98
ENSG00000004534.10,ENST00000422955.1,RBM6,1.10,1.27,1.25,1.09,1.12
ENSG00000140848.12,ENST00000535318.2,CPNE2,1.10,1.53,1.06,1.14,1.28
ENSG00000033867.12,ENST00000428386.1,SLC4A7,1.10,0.71,0.64,0.96,0.16
ENSG00000033867.12,ENST00000295736.5,SLC4A7,1.10,0.71,0.64,0.96,0.16
ENSG00000121236.15,ENST00000445329.1,TRIM6,1.10,0.76,0.42,1.05,1.43
ENSG00000140848.12,ENST00000537605.1,CPNE2,1.10,1.53,1.06,1.14,1.28
ENSG00000004534.10,ENST00000419610.1,RBM6,1.10,1.27,1.25,1.09,1.12
ENSG00000004534.10,ENST00000539992.1,RBM6,1.10,1.27,1.25,1.09,1.12
ENSG00000004534.10,ENST00000443081.1,RBM6,1.10,1.27,1.25,1.09,1.12
ENSG00000004534.10,ENST00000266022.4,RBM6,1.10,1.27,1.25,1.09,1.12
ENSG00000109320.7,ENST00000600343.1,NFKB1,1.10,1.03,0.92,1.06,0.80
ENSG00000183762.8,ENST00000327813.5,KREMEN1,1.10,0.94,0.48,1.16,0.02
ENSG00000149577.11,ENST00000278951.7,SIDT2,1.10,1.10,0.95,1.07,1.42
ENSG00000004534.10,ENST00000442092.1,RBM6,1.10,1.27,1.25,1.09,1.12
ENSG00000149577.11,ENST00000431081.2,SIDT2,1.10,1.10,0.95,1.07,1.42
ENSG00000051009.6,ENST00000449352.2,FAM160A2,1.10,1.13,1.25,1.15,1.23
ENSG00000121236.15,ENST00000380097.3,TRIM6,1.10,0.76,0.42,1.05,1.42
ENSG00000160360.7,ENST00000291775.3,GPSM1,1.10,1.89,2.29,0.99,2.23
ENSG00000140848.12,ENST00000290776.8,CPNE2,1.10,1.53,1.06,1.14,1.28
ENSG00000066777.4,ENST00000520381.1,ARFGEF1,1.10,0.81,0.83,1.13,1.97
ENSG00000163273.3,ENST00000295440.2,NPPC,1.10,0.82,0.68,0.98,0.00
ENSG00000143590.9,ENST00000556931.1,EFNA3,1.10,1.00,0.89,1.17,0.73
ENSG00000163349.17,ENST00000369559.4,HIPK1,1.10,1.01,1.02,1.11,0.76
ENSG00000103042.4,ENST00000566598.1,SLC38A7,1.10,1.36,0.95,1.00,0.61
ENSG00000124356.11,ENST00000536064.1,STAMBP,1.10,1.14,1.31,1.02,0.81
ENSG00000161618.5,ENST00000293350.4,ALDH16A1,1.10,1.68,1.66,1.09,0.97
ENSG00000167600.9,ENST00000310054.4,CYP2S1,1.10,1.00,1.47,1.40,0.87
ENSG00000080815.14,ENST00000406768.1,PSEN1,1.10,0.95,0.86,1.04,0.94
ENSG00000162813.13,ENST00000354807.3,BPNT1,1.10,0.77,0.45,1.03,0.72
ENSG00000138138.9,ENST00000308448.7,ATAD1,1.09,0.84,0.00,1.09,1.00
ENSG00000132952.7,ENST00000255304.4,USPL1,1.09,0.83,0.85,0.83,0.73
ENSG00000187372.9,ENST00000341948.4,PCDHB13,1.09,1.06,0.82,1.27,0.14
ENSG00000103274.6,ENST00000433392.2,NUBP1,1.09,1.14,1.21,0.97,0.99
ENSG00000255423.1,ENST00000533473.1,EBLN2,1.09,1.12,1.04,1.01,1.27
ENSG00000172992.7,ENST00000342350.5,DCAKD,1.09,1.07,1.08,1.03,1.08
ENSG00000083454.17,ENST00000225328.5,P2RX5,1.09,0.92,1.48,1.20,1.40
ENSG00000163535.13,ENST00000357799.4,SGOL2,1.09,0.82,0.77,1.10,0.80
ENSG00000012822.11,ENST00000550804.1,CALCOCO1,1.09,1.49,1.16,0.93,2.18
ENSG00000171763.13,ENST00000559860.1,SPATA5L1,1.09,0.94,0.89,1.16,0.76
ENSG00000103274.6,ENST00000283027.5,NUBP1,1.09,1.15,1.21,0.97,0.99
ENSG00000183077.11,ENST00000327898.5,AFMID,1.09,1.09,0.96,0.85,1.23
ENSG00000149231.7,ENST00000542662.1,CCDC82,1.09,1.04,1.21,0.92,1.16
ENSG00000164038.10,ENST00000508136.1,SLC9B2,1.09,0.89,0.69,1.01,0.71
ENSG00000138709.13,ENST00000427266.1,LARP1B,1.09,0.93,0.79,1.08,1.02
ENSG00000172819.12,ENST00000327550.3,RARG,1.09,0.88,0.93,1.18,0.26
ENSG00000112062.6,ENST00000229795.3,MAPK14,1.09,0.81,0.69,1.05,1.57
ENSG00000139636.11,ENST00000549296.1,LMBR1L,1.09,1.11,1.04,1.03,1.99
ENSG00000051009.6,ENST00000265978.4,FAM160A2,1.09,1.12,1.24,1.15,1.23
ENSG00000124067.12,ENST00000541864.2,SLC12A4,1.09,1.06,1.33,0.98,0.63
ENSG00000109814.7,ENST00000503779.1,UGDH,1.09,0.99,0.89,0.99,0.32
ENSG00000162813.13,ENST00000322067.7,BPNT1,1.09,0.76,0.45,1.02,0.71
ENSG00000169684.9,ENST00000299565.5,CHRNA5,1.09,0.70,0.65,1.52,0.72
ENSG00000181773.6,ENST00000374024.3,GPR3,1.09,0.86,1.02,0.68,1.89
ENSG00000074935.9,ENST00000604967.1,TUBE1,1.09,0.82,0.72,0.93,0.96
ENSG00000169189.12,ENST00000569236.1,NSMCE1,1.09,0.91,1.00,1.06,1.18
ENSG00000157326.14,ENST00000313250.5,DHRS4,1.09,1.18,1.17,1.03,1.21
ENSG00000183077.11,ENST00000409257.5,AFMID,1.09,1.09,0.96,0.85,1.23
ENSG00000088298.8,ENST00000374491.3,EDEM2,1.09,0.95,0.80,1.01,0.85
ENSG00000143819.8,ENST00000272167.5,EPHX1,1.09,1.12,1.14,0.99,1.26
ENSG00000118096.3,ENST00000264020.2,IFT46,1.09,1.12,0.99,1.35,1.05
ENSG00000169189.12,ENST00000361439.4,NSMCE1,1.09,0.91,1.00,1.06,1.18
ENSG00000148154.5,ENST00000374279.3,UGCG,1.09,0.66,0.49,1.01,0.48
ENSG00000088298.8,ENST00000542871.1,EDEM2,1.09,0.95,0.80,1.01,0.85
ENSG00000107290.9,ENST00000372169.2,SETX,1.09,0.75,0.68,0.98,0.79
ENSG00000107290.9,ENST00000393220.1,SETX,1.09,0.75,0.68,0.98,0.79
ENSG00000152457.13,ENST00000378289.4,DCLRE1C,1.09,0.85,0.79,1.05,0.98
ENSG00000185875.8,ENST00000524413.1,THNSL1,1.09,0.85,1.19,1.12,0.72
ENSG00000185875.8,ENST00000376356.4,THNSL1,1.09,0.85,1.19,1.12,0.72
ENSG00000122390.13,ENST00000572739.1,NAA60,1.09,1.25,1.10,1.11,0.76
ENSG00000115540.10,ENST00000409916.1,MOB4,1.09,0.64,0.62,1.13,0.63
ENSG00000107290.9,ENST00000224140.5,SETX,1.09,0.75,0.68,0.98,0.79
ENSG00000088298.8,ENST00000374492.3,EDEM2,1.09,0.95,0.80,1.01,0.85
ENSG00000130812.6,ENST00000589181.1,ANGPTL6,1.09,0.84,0.40,0.96,5.78
ENSG00000185722.12,ENST00000570535.1,ANKFY1,1.09,1.02,0.99,1.07,0.55
ENSG00000112062.6,ENST00000229794.4,MAPK14,1.09,0.81,0.69,1.05,1.56
ENSG00000081870.7,ENST00000371378.2,HSPB11,1.09,0.87,0.89,0.89,0.98
ENSG00000170917.9,ENST00000502270.1,NUDT6,1.09,0.72,0.96,1.03,0.23
ENSG00000100296.9,ENST00000490103.1,THOC5,1.09,1.08,1.17,1.09,0.72
ENSG00000183474.11,ENST00000380729.3,GTF2H2C,1.09,0.69,0.68,1.05,0.68
ENSG00000100321.10,ENST00000381535.4,SYNGR1,1.09,1.12,1.04,0.96,1.68
ENSG00000176623.7,ENST00000523911.1,RMDN1,1.09,0.85,0.81,1.03,1.70
ENSG00000138430.11,ENST00000284719.3,OLA1,1.09,0.84,0.94,1.05,1.02
ENSG00000117475.9,ENST00000329281.2,BLZF1,1.09,0.87,0.79,0.96,0.72
ENSG00000152683.10,ENST00000282587.5,SLC30A6,1.09,0.80,0.77,1.04,0.79
ENSG00000152683.10,ENST00000406369.1,SLC30A6,1.09,0.80,0.77,1.04,0.79
ENSG00000109775.6,ENST00000502428.1,UFSP2,1.09,0.75,0.80,0.97,0.67
ENSG00000118096.3,ENST00000264021.3,IFT46,1.09,1.11,0.99,1.35,1.05
ENSG00000119725.13,ENST00000442160.3,ZNF410,1.09,0.79,0.75,1.12,0.78
ENSG00000104671.3,ENST00000522141.1,DCTN6,1.09,0.94,0.96,1.13,1.67
ENSG00000100503.19,ENST00000453196.1,NIN,1.09,1.19,0.87,1.06,0.50
ENSG00000128918.10,ENST00000347587.3,ALDH1A2,1.09,1.12,0.02,0.36,0.01
ENSG00000154889.12,ENST00000317251.4,MPPE1,1.09,0.96,0.78,0.95,0.69
ENSG00000163507.9,ENST00000491772.1,KIAA1524,1.09,0.99,1.00,0.97,0.83
ENSG00000138138.9,ENST00000400215.3,ATAD1,1.09,0.90,0.00,1.09,1.01
ENSG00000163964.9,ENST00000415832.1,PIGX,1.09,0.72,0.71,0.89,0.86
ENSG00000163964.9,ENST00000541663.1,PIGX,1.09,0.72,0.71,0.89,0.86
ENSG00000106603.13,ENST00000446564.1,COA1,1.09,0.92,0.89,1.04,0.63
ENSG00000140332.11,ENST00000442299.2,TLE3,1.09,1.21,1.55,1.81,1.22
ENSG00000118518.11,ENST00000368314.1,RNF146,1.09,1.01,1.21,1.08,1.69
ENSG00000159792.5,ENST00000291041.5,PSKH1,1.09,1.20,1.13,1.07,1.01
ENSG00000135631.11,ENST00000258098.6,RAB11FIP5,1.09,1.01,0.96,1.08,0.91
ENSG00000160055.15,ENST00000483001.1,TMEM234,1.09,0.92,1.01,0.91,0.56
ENSG00000113597.13,ENST00000231526.4,TRAPPC13,1.09,0.74,0.70,1.07,0.64
ENSG00000095321.12,ENST00000393384.3,CRAT,1.09,1.10,1.07,0.80,1.08
ENSG00000110721.7,ENST00000265689.4,CHKA,1.09,0.87,0.69,1.09,0.64
ENSG00000113597.13,ENST00000545191.1,TRAPPC13,1.09,0.74,0.70,1.07,0.64
ENSG00000035862.8,ENST00000262768.7,TIMP2,1.09,1.04,1.07,0.76,0.69
ENSG00000185619.13,ENST00000362003.5,PCGF3,1.09,1.24,1.24,1.05,0.75
ENSG00000100439.6,ENST00000537243.1,ABHD4,1.09,0.89,0.72,0.77,1.21
ENSG00000141027.16,ENST00000395851.1,NCOR1,1.09,1.06,1.01,1.12,0.69
